Log_ID;Log_Date;Log_Level;Log_Source;User;Controller;Action;Log_Message;Exception
10997992;2026-05-07 23:32:35.757;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997991;2026-05-07 23:31:55.183;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997990;2026-05-07 23:31:45.893;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997989;2026-05-07 23:31:30.603;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997988;2026-05-07 23:31:30.603;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997987;2026-05-07 23:31:30.603;ERROR;BizSMS.Helpers.Logger;;filex;read-raw;The controller for path '/filex/read-raw' was not found or does not implement IController.;
10997986;2026-05-07 23:31:28.830;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997985;2026-05-07 23:31:06.440;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997984;2026-05-07 23:31:06.437;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997983;2026-05-07 23:31:06.433;ERROR;BizSMS.Helpers.Logger;;management;wizardLogin;The controller for path '/management/wizardLogin' was not found or does not implement IController.;
10997982;2026-05-07 23:30:57.307;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997981;2026-05-07 23:30:57.297;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997980;2026-05-07 23:30:57.290;ERROR;BizSMS.Helpers.Logger;;v6.58;Products;The controller for path '/v6.58/Products/Authentication' was not found or does not implement IController.;
10997979;2026-05-07 23:30:41.900;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997978;2026-05-07 23:30:41.890;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997977;2026-05-07 23:30:41.890;ERROR;BizSMS.Helpers.Logger;;services;messagebroker;The controller for path '/services/messagebroker/streamingamf' was not found or does not implement IController.;
10997976;2026-05-07 23:30:40.857;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997975;2026-05-07 23:30:40.853;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997974;2026-05-07 23:30:40.847;ERROR;BizSMS.Helpers.Logger;;webui;Login;The controller for path '/webui/' was not found or does not implement IController.;
10997973;2026-05-07 23:29:45.843;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997972;2026-05-07 23:28:40.690;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997971;2026-05-07 23:28:40.687;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997970;2026-05-07 23:28:40.683;ERROR;BizSMS.Helpers.Logger;;users;sign_in;The controller for path '/users/sign_in' was not found or does not implement IController.;
10997969;2026-05-07 23:28:34.913;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997968;2026-05-07 23:28:34.910;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997967;2026-05-07 23:28:34.907;ERROR;BizSMS.Helpers.Logger;;model-versions;get-artifact;The controller for path '/model-versions/get-artifact' was not found or does not implement IController.;
10997966;2026-05-07 23:27:26.577;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997965;2026-05-07 23:26:28.970;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997964;2026-05-07 23:24:44.870;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997963;2026-05-07 23:24:44.867;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997962;2026-05-07 23:24:44.860;ERROR;BizSMS.Helpers.Logger;;Citrix;teststoreAuth;The controller for path '/Citrix/teststoreAuth/SamlTest' was not found or does not implement IController.;
10997961;2026-05-07 23:24:16.167;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997960;2026-05-07 23:24:04.973;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997959;2026-05-07 23:24:04.973;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997958;2026-05-07 23:24:04.967;ERROR;BizSMS.Helpers.Logger;;wp-json;Login;The controller for path '/wp-json' was not found or does not implement IController.;
10997957;2026-05-07 23:23:37.820;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997956;2026-05-07 23:23:37.817;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997955;2026-05-07 23:23:37.810;ERROR;BizSMS.Helpers.Logger;;signin;Login;The controller for path '/signin' was not found or does not implement IController.;
10997954;2026-05-07 23:23:28.883;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997953;2026-05-07 23:23:14.183;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997952;2026-05-07 23:23:14.183;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997951;2026-05-07 23:23:14.177;ERROR;BizSMS.Helpers.Logger;;api;clusters;The controller for path '/api/clusters' was not found or does not implement IController.;
10997950;2026-05-07 23:22:02.993;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997949;2026-05-07 23:21:40.240;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997948;2026-05-07 23:21:40.227;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997947;2026-05-07 23:21:40.223;ERROR;BizSMS.Helpers.Logger;;api;jobs;The controller for path '/api/jobs/' was not found or does not implement IController.;
10997946;2026-05-07 23:19:33.933;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997945;2026-05-07 23:19:33.933;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997944;2026-05-07 23:19:33.933;ERROR;BizSMS.Helpers.Logger;;user;login;The controller for path '/user/login/' was not found or does not implement IController.;
10997943;2026-05-07 23:19:32.907;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997942;2026-05-07 23:19:32.903;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997941;2026-05-07 23:19:32.897;ERROR;BizSMS.Helpers.Logger;;arrow.flight.protocol.FlightService;DoPut;The controller for path '/arrow.flight.protocol.FlightService/DoPut' was not found or does not implement IController.;
10997940;2026-05-07 23:19:21.963;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997939;2026-05-07 23:19:21.963;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997938;2026-05-07 23:19:21.960;ERROR;BizSMS.Helpers.Logger;;user;login;The controller for path '/user/login/' was not found or does not implement IController.;
10997937;2026-05-07 23:19:03.553;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997936;2026-05-07 23:19:03.553;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997935;2026-05-07 23:19:03.547;ERROR;BizSMS.Helpers.Logger;;chaosblade;Login;The controller for path '/chaosblade' was not found or does not implement IController.;
10997934;2026-05-07 23:18:55.060;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997933;2026-05-07 23:18:53.940;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997932;2026-05-07 23:18:17.857;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997931;2026-05-07 23:17:20.887;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997930;2026-05-07 23:16:41.877;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997929;2026-05-07 23:15:15.913;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997928;2026-05-07 23:15:15.010;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997927;2026-05-07 23:15:12.300;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997926;2026-05-07 23:15:12.277;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997925;2026-05-07 23:15:12.277;ERROR;BizSMS.Helpers.Logger;;WebInterface;Login;The controller for path '/WebInterface' was not found or does not implement IController.;
10997924;2026-05-07 23:13:33.623;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997923;2026-05-07 23:13:33.620;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997922;2026-05-07 23:13:33.617;ERROR;BizSMS.Helpers.Logger;;lwa;Webpages;The controller for path '/lwa/Webpages/LwaClient.aspx' was not found or does not implement IController.;
10997921;2026-05-07 23:13:22.520;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997920;2026-05-07 23:13:06.730;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997919;2026-05-07 23:12:31.960;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997918;2026-05-07 23:12:23.437;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997917;2026-05-07 23:12:23.437;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997916;2026-05-07 23:12:23.433;ERROR;BizSMS.Helpers.Logger;;rest;xxxxxxxxxxxxxxx;The controller for path '/rest/xxxxxxxxxxxxxxx/xxxxxxx' was not found or does not implement IController.;
10997915;2026-05-07 23:12:07.863;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997914;2026-05-07 23:11:33.893;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997913;2026-05-07 23:11:12.860;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997912;2026-05-07 23:10:42.843;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997911;2026-05-07 23:09:17.933;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997910;2026-05-07 23:09:17.930;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997909;2026-05-07 23:09:17.923;ERROR;BizSMS.Helpers.Logger;;sys;dict;The controller for path '/sys/dict/loadTreeData' was not found or does not implement IController.;
10997908;2026-05-07 23:09:07.957;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997907;2026-05-07 23:09:07.933;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997906;2026-05-07 23:09:07.930;ERROR;BizSMS.Helpers.Logger;;sys;dict;The controller for path '/sys/dict/loadTreeData' was not found or does not implement IController.;
10997905;2026-05-07 23:08:30.173;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997904;2026-05-07 23:08:23.930;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997903;2026-05-07 23:08:17.607;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997902;2026-05-07 23:08:13.213;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997901;2026-05-07 23:08:13.213;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997900;2026-05-07 23:08:13.210;ERROR;BizSMS.Helpers.Logger;;file-manager;backend;The controller for path '/file-manager/backend/permissions' was not found or does not implement IController.;
10997899;2026-05-07 23:08:05.170;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997898;2026-05-07 23:08:05.170;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997897;2026-05-07 23:08:05.167;ERROR;BizSMS.Helpers.Logger;;emap;devicePoint_addImgIco;The controller for path '/emap/devicePoint_addImgIco' was not found or does not implement IController.;
10997896;2026-05-07 23:08:00.467;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997895;2026-05-07 23:08:00.460;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997894;2026-05-07 23:08:00.457;ERROR;BizSMS.Helpers.Logger;;file-manager;backend;The controller for path '/file-manager/backend/makefile' was not found or does not implement IController.;
10997893;2026-05-07 23:07:58.643;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997892;2026-05-07 23:07:58.643;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997891;2026-05-07 23:07:58.640;ERROR;BizSMS.Helpers.Logger;;file-manager;Login;The controller for path '/file-manager/' was not found or does not implement IController.;
10997890;2026-05-07 23:07:27.733;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997889;2026-05-07 23:07:27.733;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997888;2026-05-07 23:07:27.730;ERROR;BizSMS.Helpers.Logger;;asyncrenderer;{{url}};The controller for path '/asyncrenderer/{{url}}' was not found or does not implement IController.;
10997887;2026-05-07 23:04:59.477;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997886;2026-05-07 23:04:59.477;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997885;2026-05-07 23:04:59.473;ERROR;BizSMS.Helpers.Logger;;guestaccess.aspx;Login;The controller for path '/guestaccess.aspx' was not found or does not implement IController.;
10997884;2026-05-07 23:04:40.333;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997883;2026-05-07 23:04:14.367;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997882;2026-05-07 23:04:00.253;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997881;2026-05-07 23:04:00.250;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997880;2026-05-07 23:04:00.247;ERROR;BizSMS.Helpers.Logger;;feed;Login;The controller for path '/feed/' was not found or does not implement IController.;
10997879;2026-05-07 23:03:58.400;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997878;2026-05-07 23:03:58.397;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997877;2026-05-07 23:03:58.393;ERROR;BizSMS.Helpers.Logger;;appliance;login;The controller for path '/appliance/login' was not found or does not implement IController.;
10997876;2026-05-07 23:03:52.057;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997875;2026-05-07 23:03:21.937;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997874;2026-05-07 23:03:21.923;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997873;2026-05-07 23:03:21.923;ERROR;BizSMS.Helpers.Logger;;sdk;Login;The controller for path '/sdk/' was not found or does not implement IController.;
10997872;2026-05-07 23:03:15.923;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997871;2026-05-07 23:03:15.917;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997870;2026-05-07 23:03:15.913;ERROR;BizSMS.Helpers.Logger;;_images;5S0nqt;The controller for path '/_images/5S0nqt' was not found or does not implement IController.;
10997869;2026-05-07 23:03:10.200;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997868;2026-05-07 23:03:10.183;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997867;2026-05-07 23:03:10.177;ERROR;BizSMS.Helpers.Logger;;jeecg-boot;jmreport;The controller for path '/jeecg-boot/jmreport/show' was not found or does not implement IController.;
10997866;2026-05-07 23:02:42.217;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997865;2026-05-07 23:02:42.210;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997864;2026-05-07 23:02:42.207;ERROR;BizSMS.Helpers.Logger;;kawohku;Login;The controller for path '/kawohku' was not found or does not implement IController.;
10997863;2026-05-07 23:02:26.307;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997862;2026-05-07 22:58:25.773;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997861;2026-05-07 22:57:09.550;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997860;2026-05-07 22:56:42.217;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997859;2026-05-07 22:56:42.217;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997858;2026-05-07 22:56:42.213;ERROR;BizSMS.Helpers.Logger;;app;Login;The controller for path '/app' was not found or does not implement IController.;
10997857;2026-05-07 22:55:46.800;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997856;2026-05-07 22:55:46.800;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997855;2026-05-07 22:55:46.797;ERROR;BizSMS.Helpers.Logger;;app;Login;The controller for path '/app' was not found or does not implement IController.;
10997854;2026-05-07 22:55:46.320;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997853;2026-05-07 22:55:46.313;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997852;2026-05-07 22:55:46.313;ERROR;BizSMS.Helpers.Logger;;_api;web;The controller for path '/_api/web/siteusers' was not found or does not implement IController.;
10997851;2026-05-07 22:55:45.360;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997850;2026-05-07 22:55:45.360;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997849;2026-05-07 22:55:45.357;ERROR;BizSMS.Helpers.Logger;;_api;web;The controller for path '/_api/web/siteusers' was not found or does not implement IController.;
10997848;2026-05-07 22:55:29.713;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997847;2026-05-07 22:55:29.707;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997846;2026-05-07 22:55:29.703;ERROR;BizSMS.Helpers.Logger;;user;save;The controller for path '/user/save' was not found or does not implement IController.;
10997845;2026-05-07 22:52:33.713;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997844;2026-05-07 22:51:56.327;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997843;2026-05-07 22:51:56.327;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997842;2026-05-07 22:51:56.323;ERROR;BizSMS.Helpers.Logger;;users;sign_in;The controller for path '/users/sign_in' was not found or does not implement IController.;
10997841;2026-05-07 22:51:37.963;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997840;2026-05-07 22:50:37.730;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997839;2026-05-07 22:50:37.730;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997838;2026-05-07 22:50:37.723;ERROR;BizSMS.Helpers.Logger;;api;add-article-by-text;The controller for path '/api/add-article-by-text' was not found or does not implement IController.;
10997837;2026-05-07 22:50:27.587;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997836;2026-05-07 22:50:11.617;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997835;2026-05-07 22:48:57.897;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997834;2026-05-07 22:48:50.443;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997833;2026-05-07 22:46:15.477;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997832;2026-05-07 22:45:20.933;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997831;2026-05-07 22:45:20.923;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997830;2026-05-07 22:45:20.923;ERROR;BizSMS.Helpers.Logger;;geoserver;ows;The controller for path '/geoserver/ows' was not found or does not implement IController.;
10997829;2026-05-07 22:43:33.947;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997828;2026-05-07 22:42:42.573;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997827;2026-05-07 22:42:42.570;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997826;2026-05-07 22:42:42.563;ERROR;BizSMS.Helpers.Logger;;webui_wsma_Http;Login;The controller for path '/webui_wsma_Http' was not found or does not implement IController.;
10997825;2026-05-07 22:41:43.457;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997824;2026-05-07 22:41:43.457;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997823;2026-05-07 22:41:43.450;ERROR;BizSMS.Helpers.Logger;;queues;Login;The controller for path '/queues' was not found or does not implement IController.;
10997822;2026-05-07 22:41:38.967;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997821;2026-05-07 22:41:38.960;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997820;2026-05-07 22:41:38.953;ERROR;BizSMS.Helpers.Logger;;csrf;Login;The controller for path '/csrf' was not found or does not implement IController.;
10997819;2026-05-07 22:40:29.240;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997818;2026-05-07 22:40:29.237;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997817;2026-05-07 22:40:29.233;ERROR;BizSMS.Helpers.Logger;;jeecg-boot;jmreport;The controller for path '/jeecg-boot/jmreport/qurestSql' was not found or does not implement IController.;
10997816;2026-05-07 22:40:18.917;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997815;2026-05-07 22:39:29.173;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997814;2026-05-07 22:38:33.083;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997813;2026-05-07 22:36:19.607;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997812;2026-05-07 22:36:19.603;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997811;2026-05-07 22:36:19.600;ERROR;BizSMS.Helpers.Logger;;accounts;login;The controller for path '/accounts/login/' was not found or does not implement IController.;
10997810;2026-05-07 22:35:46.143;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997809;2026-05-07 22:35:46.140;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997808;2026-05-07 22:35:46.133;ERROR;BizSMS.Helpers.Logger;;flash;addcrypted2;The controller for path '/flash/addcrypted2' was not found or does not implement IController.;
10997807;2026-05-07 22:34:00.227;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997806;2026-05-07 22:33:45.953;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997805;2026-05-07 22:33:24.003;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997804;2026-05-07 22:33:08.510;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997803;2026-05-07 22:32:23.360;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997802;2026-05-07 22:32:18.170;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997801;2026-05-07 22:31:21.437;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997800;2026-05-07 22:28:56.750;ERROR;BizSMS.Helpers.Logger;;Error;General;General: Exception of type 'System.Exception' was thrown.;
10997799;2026-05-07 22:28:56.743;INFO;BizSMS.Helpers.Logger;;Error;General;Default logging;
10997798;2026-05-07 22:28:56.697;ERROR;BizSMS.Helpers.Logger;;Account;Login;"The required anti-forgery cookie ""__RequestVerificationToken"" is not present.";
10997797;2026-05-07 22:21:37.287;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997796;2026-05-07 22:19:59.657;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997795;2026-05-07 22:19:59.630;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997794;2026-05-07 22:19:59.630;ERROR;BizSMS.Helpers.Logger;;axis2-admin;login;The controller for path '/axis2-admin/login' was not found or does not implement IController.;
10997793;2026-05-07 22:16:58.880;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997792;2026-05-07 22:12:54.990;INFO;BizSMS.Helpers.Logger;;Account;Login;Default logging;
10997791;2026-05-07 22:12:54.423;ERROR;BizSMS.Helpers.Logger;;Error;Http404;Http404;
10997790;2026-05-07 22:12:54.417;INFO;BizSMS.Helpers.Logger;;Error;Http404;Default logging;
10997789;2026-05-07 22:12:54.407;ERROR;BizSMS.Helpers.Logger;;servlet;codesettree;The controller for path '/servlet/codesettree' was not found or does not implement IController.;

